label,avg_ct,avg_lt,avg_rt,bytes,concurrency,fail,stdev_rt,succ,throughput,perc_0.0,perc_50.0,perc_90.0,perc_95.0,perc_99.0,perc_99.9,perc_100.0,rc_200
https://www.qa.rent.com/georgia/atlanta-apartments,0.00000,0.00000,6.55147,58986285,100,0,0,217,217,0.51000,4.69100,13.89500,15.92700,18.35100,18.92700,18.92700,217
,0.00000,0.00000,6.55147,58986285,100,0,0,217,217,0.51000,4.69100,13.89500,15.92700,18.35100,18.92700,18.92700,217
